,District,Crop,Season,Stage,Attribute,Govt_Sowing_Window,Govt_Harvest_Window,Recommended_Task_Window,Optimum_Range,Slightly_Low_Range,Slightly_Low_Risk,Slightly_Low_Action,Very_Low_Range,Very_Low_Risk,Very_Low_Action,Slightly_High_Range,Slightly_High_Risk,Slightly_High_Action,Very_High_Range,Very_High_Risk,Very_High_Action,Reference_Source,Stage_Cost_INR_per_acre,Cumulative_Cost_INR_per_acre,Min_Value,Max_Value,Unit
2563,Udupi,Paddy,Kharif,Nursery & Germination,Temperature,1 Jun – 1 Jul,8 Nov – 8 Dec,1 Jun – 29 Jun,20-30 °C,18–20 °C,Slow germination,Maintain shallow water,<18 °C,Poor seedling emergence,Delay sowing until temperature improves,30–33 °C,Uneven germination,Light irrigation to cool soil,>33 °C,Seedling mortality,Avoid sowing during heat waves,"IRRI, ICAR",2500,340500,20,30,°C
2563,Udupi,Paddy,Kharif,Nursery & Germination,Soil Nitrogen,1 Jun – 1 Jul,8 Nov – 8 Dec,1 Jun – 29 Jun,100-125 kg/ha,76–99 kg/ha,"General yellowing, reduced tillering",Broadcast Urea in splits,< 75 kg/ha,"Erect growth, few panicles, early senescence",Immediate N application,126–156 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 157 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2500,340500,100,125,kg/ha
2563,Udupi,Paddy,Kharif,Nursery & Germination,Soil Phosphorus,1 Jun – 1 Jul,8 Nov – 8 Dec,1 Jun – 29 Jun,50-60 kg/ha,38–49 kg/ha,"Stunted plants, dark green leaves, no tillers",Apply DAP during transplanting,< 37 kg/ha,"Poor root system, delayed flowering",Water soluble P fertilizer,61–75 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 76 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2500,340500,50,60,kg/ha
2563,Udupi,Paddy,Kharif,Nursery & Germination,Soil Potassium,1 Jun – 1 Jul,8 Nov – 8 Dec,1 Jun – 29 Jun,50-60 kg/ha,38–49 kg/ha,"Brown spots on leaves, weak stems",Apply MOP at panicle initiation,< 37 kg/ha,High susceptibility to Bacterial Leaf Blight,"Correct K levels, drain field",61–75 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 76 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2500,340500,50,60,kg/ha
2564,Udupi,Paddy,Kharif,Nursery & Germination,Rainfall,1 Jun – 1 Jul,8 Nov – 8 Dec,1 Jun – 29 Jun,30-50 mm/week,20–30 mm,Low soil moisture,Supplemental irrigation,<20 mm,Failed germination,Immediate irrigation,50–70 mm,Seed rot,Improve drainage,>70 mm,Waterlogging,Drain excess water within 24 hrs,"FAO, IRRI",2500,340500,30,50,mm/week
2565,Udupi,Paddy,Kharif,Nursery & Germination,Humidity,1 Jun – 1 Jul,8 Nov – 8 Dec,1 Jun – 29 Jun,70-85 %,85–90 %,Damping-off risk,Improve aeration,>90 %,Severe nursery disease,"Reduce moisture, monitor closely",85–90 %,Damping-off risk,Improve nursery ventilation,>90 %,Seedling rot/Mortality,"Reduce seed density, drain excess water",IRRI,2500,340500,70,85,
2566,Udupi,Paddy,Kharif,Transplanting & Establishment,Temperature,1 Jun – 1 Jul,8 Nov – 8 Dec,30 Jun – 28 Jul,22-32 °C,20–22 °C,Transplant shock,Maintain shallow standing water,<20 °C,Poor establishment,Delay transplanting,32–35 °C,Seedling stress,Transplant in evening,>35 °C,Seedling mortality,Avoid transplanting,"ICAR, IRRI",4000,344500,22,32,°C
2567,Udupi,Paddy,Kharif,Transplanting & Establishment,Rainfall,1 Jun – 1 Jul,8 Nov – 8 Dec,30 Jun – 28 Jul,40-70 mm/week,30–40 mm,Moisture stress,Light irrigation,<30 mm,Establishment failure,Immediate irrigation,70–90 mm,Lodging risk,Controlled drainage,>90 mm,Root suffocation,Emergency drainage,FAO,4000,344500,40,70,mm/week
2568,Udupi,Paddy,Kharif,Transplanting & Establishment,Humidity,1 Jun – 1 Jul,8 Nov – 8 Dec,30 Jun – 28 Jul,70-85 %,85–90 %,Disease favoring,Improve airflow,>90 %,Blast initiation,Close monitoring,85–90 %,Fungal disease risk (Blast),"Monitor for lesions, ensure drainage",>90 %,Severe disease outbreak (Sheath Blight),"Apply fungicide, drain field",IRRI,4000,344500,70,85,
2569,Udupi,Paddy,Kharif,Tillering & Vegetative Growth,Temperature,1 Jun – 1 Jul,8 Nov – 8 Dec,29 Jul – 24 Sep,22-32 °C,20–22 °C,Reduced tillering,Maintain 2–5 cm standing water,<20 °C,Poor tiller formation,Continuous irrigation,32–35 °C,Reduced tiller survival,Avoid stress,>35 °C,Tiller mortality,Increase irrigation,IRRI,3000,347500,22,32,°C
2570,Udupi,Paddy,Kharif,Tillering & Vegetative Growth,Rainfall,1 Jun – 1 Jul,8 Nov – 8 Dec,29 Jul – 24 Sep,50-80 mm/week,40–50 mm,Moisture stress,Supplemental irrigation,<40 mm,Severe tiller loss,Continuous irrigation,80–100 mm,Nutrient leaching,Controlled drainage,>100 mm,Waterlogging,Immediate drainage,FAO,3000,347500,50,80,mm/week
2571,Udupi,Paddy,Kharif,Tillering & Vegetative Growth,Humidity,1 Jun – 1 Jul,8 Nov – 8 Dec,29 Jul – 24 Sep,75-85 %,85–90 %,Leaf disease risk,Improve aeration,>90 %,Sheath blight outbreak,Monitor field,85–90 %,Fungal disease risk (Blast),"Monitor for lesions, ensure drainage",>90 %,Severe disease outbreak (Sheath Blight),"Apply fungicide, drain field",IRRI,3000,347500,75,85,
2572,Udupi,Paddy,Kharif,Flowering & Panicle Initiation,Temperature,1 Jun – 1 Jul,8 Nov – 8 Dec,25 Sep – 2 Nov,22-30 °C,20–22 °C,Delayed flowering,Maintain moisture,<20 °C,Spikelet sterility,Avoid stress,30–33 °C,Poor grain set,Light irrigation,>33 °C,Complete sterility,Emergency irrigation,"IRRI, ICAR",2000,349500,22,30,°C
2573,Udupi,Paddy,Kharif,Flowering & Panicle Initiation,Rainfall,1 Jun – 1 Jul,8 Nov – 8 Dec,25 Sep – 2 Nov,40-60 mm/week,30–40 mm,Moisture stress,Irrigation,<30 mm,Grain abortion,Continuous irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Flower damage,Emergency drainage,FAO,2000,349500,40,60,mm/week
2574,Udupi,Paddy,Kharif,Flowering & Panicle Initiation,Humidity,1 Jun – 1 Jul,8 Nov – 8 Dec,25 Sep – 2 Nov,70-80 %,80–85 %,Disease risk,Improve airflow,>85 %,Blast epidemic,Close monitoring,85–90 %,Pollination interference,Avoid nitrogen top dressing,>90 %,Grain discoloration / False Smut,Apply prophylactic spray if needed,IRRI,2000,349500,70,80,
2575,Udupi,Paddy,Kharif,Grain Filling & Maturity,Temperature,1 Jun – 1 Jul,8 Nov – 8 Dec,3 Nov – 8 Dec,20-28 °C,28–30 °C,Reduced grain weight,Maintain moisture,<18 °C,Poor grain filling,Avoid stress,30–33 °C,Chalky grains,Maintain moisture,>33 °C,Poor grain quality,Irrigate lightly,ICAR,1500,351000,20,28,°C
2576,Udupi,Paddy,Kharif,Grain Filling & Maturity,Rainfall,1 Jun – 1 Jul,8 Nov – 8 Dec,3 Nov – 8 Dec,20-40 mm/week,40–50 mm,Grain discoloration,Drain field,<20 mm,Moisture stress,Light irrigation,50–70 mm,Harvest delay,Drain excess water,>70 mm,Harvest loss,Field drainage,FAO,1500,351000,20,40,mm/week
2577,Udupi,Paddy,Kharif,Grain Filling & Maturity,Humidity,1 Jun – 1 Jul,8 Nov – 8 Dec,3 Nov – 8 Dec,60-70 %,70–75 %,Mold risk,Harvest at maturity,>75 %,Grain mold,Early harvest,80–85 %,Grain sprouting/discoloration,Drain field completely,>85 %,Grain quality deterioration,Harvest immediately and dry,ICAR,1500,351000,60,70,
2578,UttarKannada,Maize,Kharif,Germination & Establishment,Temperature,15 May – 14 Jun,15 Sep – 15 Oct,15 May – 6 Jun,18-30 °C,16–18 °C,Slow emergence,Ensure soil moisture,<16 °C,Poor emergence,Delay sowing,30–33 °C,Uneven emergence,Light irrigation,>33 °C,Seedling mortality,Avoid sowing during heat,"CIMMYT, ICAR",2000,236000,18,30,°C
2578,UttarKannada,Maize,Kharif,Germination & Establishment,Soil Nitrogen,15 May – 14 Jun,15 Sep – 15 Oct,15 May – 6 Jun,150-200 kg/ha,113–149 kg/ha,"V-shaped yellowing on lower leaves, stunted growth",Top dress Urea at knee-high stage,< 112 kg/ha,"Severe stunting, thin stalks, firing of lower leaves",Immediate soil drenching with Urea,201–250 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 251 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2000,236000,150,200,kg/ha
2578,UttarKannada,Maize,Kharif,Germination & Establishment,Soil Phosphorus,15 May – 14 Jun,15 Sep – 15 Oct,15 May – 6 Jun,75-100 kg/ha,57–74 kg/ha,"Purple tint on leaves (anthocyanin), slow growth",Apply DAP or SSP near root zone,< 56 kg/ha,"Defective ear formation, delayed maturity",Foliar spray of 19:19:19 or DAP,101–125 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 126 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2000,236000,75,100,kg/ha
2578,UttarKannada,Maize,Kharif,Germination & Establishment,Soil Potassium,15 May – 14 Jun,15 Sep – 15 Oct,15 May – 6 Jun,40-50 kg/ha,31–39 kg/ha,"Scorched leaf margins (firing), lodging",Apply Muriate of Potash (MOP),< 30 kg/ha,"Empty cob tips, weak stalks, poor grain filling",Foliar spray of Potassium Nitrate,51–62 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 63 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2000,236000,40,50,kg/ha
2579,UttarKannada,Maize,Kharif,Germination & Establishment,Rainfall,15 May – 14 Jun,15 Sep – 15 Oct,15 May – 6 Jun,20-40 mm/week,10–20 mm,Low soil moisture,Supplemental irrigation,<10 mm,Seed failure,Immediate irrigation,40–60 mm,Waterlogging risk,Drain excess water,>60 mm,Seed rot,Ensure drainage,FAO,2000,236000,20,40,mm/week
2580,UttarKannada,Maize,Kharif,Germination & Establishment,Humidity,15 May – 14 Jun,15 Sep – 15 Oct,15 May – 6 Jun,60-80 %,80–85 %,Disease risk,Improve aeration,>85 %,Fungal outbreak,Avoid excess moisture,80–85 %,Seed rot / Damping off,Ensure good drainage,>85 %,Poor stand establishment,"Re-sow if necessary, treat seeds",CIMMYT,2000,236000,60,80,
2581,UttarKannada,Maize,Kharif,Vegetative Growth,Temperature,15 May – 14 Jun,15 Sep – 15 Oct,7 Jun – 30 Jul,20-32 °C,18–20 °C,Slow leaf growth,Maintain moisture,<18 °C,Stunted growth,Avoid stress,32–35 °C,Leaf rolling,Mulching,>35 °C,Heat stress,Light irrigation,CIMMYT,3000,239000,20,32,°C
2582,UttarKannada,Maize,Kharif,Vegetative Growth,Rainfall,15 May – 14 Jun,15 Sep – 15 Oct,7 Jun – 30 Jul,30-60 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Growth reduction,Immediate irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Waterlogging,Field drainage,FAO,3000,239000,30,60,mm/week
2583,UttarKannada,Maize,Kharif,Vegetative Growth,Humidity,15 May – 14 Jun,15 Sep – 15 Oct,7 Jun – 30 Jul,60-75 %,75–80 %,Disease favoring,Improve airflow,>80 %,Leaf disease outbreak,Monitor crop,80–85 %,Fungal leaf blight risk,Improve field aeration,>85 %,Stalk rot / Severe blight,Apply recommended fungicide,ICAR,3000,239000,60,75,
2584,UttarKannada,Maize,Kharif,Flowering & Tasseling,Temperature,15 May – 14 Jun,15 Sep – 15 Oct,31 Jul – 7 Sep,21-30 °C,18–21 °C,Delayed tasseling,Maintain moisture,<18 °C,Poor pollen viability,Avoid stress,30–33 °C,Poor pollination,Mulching + irrigation,>33 °C,Pollen sterility,Emergency irrigation,CIMMYT,2500,241500,21,30,°C
2585,UttarKannada,Maize,Kharif,Flowering & Tasseling,Rainfall,15 May – 14 Jun,15 Sep – 15 Oct,31 Jul – 7 Sep,30-50 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Pollination failure,Immediate irrigation,50–70 mm,Lodging,Drain excess water,>70 mm,Flower damage,Emergency drainage,FAO,2500,241500,30,50,mm/week
2586,UttarKannada,Maize,Kharif,Flowering & Tasseling,Humidity,15 May – 14 Jun,15 Sep – 15 Oct,31 Jul – 7 Sep,60-70 %,70–75 %,Disease risk,Improve airflow,>75 %,Fungal infection,Monitor crop,80–85 %,Pollen clumping / Poor set,Avoid overhead irrigation,>85 %,Cob rot risk,Ensure air circulation,ICAR,2500,241500,60,70,
2587,UttarKannada,Maize,Kharif,Seed Filling & Maturity,Temperature,15 May – 14 Jun,15 Sep – 15 Oct,8 Sep – 15 Oct,20-28 °C,28–30 °C,Reduced grain weight,Maintain moisture,<18 °C,Poor grain filling,Avoid stress,30–33 °C,Chalky grains,Light irrigation,>33 °C,Yield loss,Irrigate lightly,CIMMYT,1500,243000,20,28,°C
2588,UttarKannada,Maize,Kharif,Seed Filling & Maturity,Rainfall,15 May – 14 Jun,15 Sep – 15 Oct,8 Sep – 15 Oct,20-40 mm/week,40–50 mm,Grain spoilage,Drain field,<20 mm,Moisture stress,Light irrigation,50–70 mm,Harvest delay,Drain excess water,>70 mm,Yield loss,Field drainage,FAO,1500,243000,20,40,mm/week
2589,UttarKannada,Maize,Kharif,Seed Filling & Maturity,Humidity,15 May – 14 Jun,15 Sep – 15 Oct,8 Sep – 15 Oct,55-65 %,65–70 %,Mold risk,Timely harvest,>70 %,Grain mold,Early harvest,75–80 %,Cob rot / Aflatoxin risk,Harvest at physiological maturity,>80 %,Grain spoilage,Harvest and dry immediately,ICAR,1500,243000,55,65,
2590,UttarKannada,Paddy,Kharif,Nursery & Germination,Temperature,23 May – 22 Jun,1 Dec – 31 Dec,23 May – 25 Jun,20-30 °C,18–20 °C,Slow germination,Maintain shallow water,<18 °C,Poor seedling emergence,Delay sowing until temperature improves,30–33 °C,Uneven germination,Light irrigation to cool soil,>33 °C,Seedling mortality,Avoid sowing during heat waves,"IRRI, ICAR",2500,353500,20,30,°C
2590,UttarKannada,Paddy,Kharif,Nursery & Germination,Soil Nitrogen,23 May – 22 Jun,1 Dec – 31 Dec,23 May – 25 Jun,100-125 kg/ha,76–99 kg/ha,"General yellowing, reduced tillering",Broadcast Urea in splits,< 75 kg/ha,"Erect growth, few panicles, early senescence",Immediate N application,126–156 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 157 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2500,353500,100,125,kg/ha
2590,UttarKannada,Paddy,Kharif,Nursery & Germination,Soil Phosphorus,23 May – 22 Jun,1 Dec – 31 Dec,23 May – 25 Jun,50-60 kg/ha,38–49 kg/ha,"Stunted plants, dark green leaves, no tillers",Apply DAP during transplanting,< 37 kg/ha,"Poor root system, delayed flowering",Water soluble P fertilizer,61–75 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 76 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2500,353500,50,60,kg/ha
2590,UttarKannada,Paddy,Kharif,Nursery & Germination,Soil Potassium,23 May – 22 Jun,1 Dec – 31 Dec,23 May – 25 Jun,50-60 kg/ha,38–49 kg/ha,"Brown spots on leaves, weak stems",Apply MOP at panicle initiation,< 37 kg/ha,High susceptibility to Bacterial Leaf Blight,"Correct K levels, drain field",61–75 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 76 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2500,353500,50,60,kg/ha
2591,UttarKannada,Paddy,Kharif,Nursery & Germination,Rainfall,23 May – 22 Jun,1 Dec – 31 Dec,23 May – 25 Jun,30-50 mm/week,20–30 mm,Low soil moisture,Supplemental irrigation,<20 mm,Failed germination,Immediate irrigation,50–70 mm,Seed rot,Improve drainage,>70 mm,Waterlogging,Drain excess water within 24 hrs,"FAO, IRRI",2500,353500,30,50,mm/week
2592,UttarKannada,Paddy,Kharif,Nursery & Germination,Humidity,23 May – 22 Jun,1 Dec – 31 Dec,23 May – 25 Jun,70-85 %,85–90 %,Damping-off risk,Improve aeration,>90 %,Severe nursery disease,"Reduce moisture, monitor closely",85–90 %,Damping-off risk,Improve nursery ventilation,>90 %,Seedling rot/Mortality,"Reduce seed density, drain excess water",IRRI,2500,353500,70,85,
2593,UttarKannada,Paddy,Kharif,Transplanting & Establishment,Temperature,23 May – 22 Jun,1 Dec – 31 Dec,26 Jun – 29 Jul,22-32 °C,20–22 °C,Transplant shock,Maintain shallow standing water,<20 °C,Poor establishment,Delay transplanting,32–35 °C,Seedling stress,Transplant in evening,>35 °C,Seedling mortality,Avoid transplanting,"ICAR, IRRI",4000,357500,22,32,°C
2594,UttarKannada,Paddy,Kharif,Transplanting & Establishment,Rainfall,23 May – 22 Jun,1 Dec – 31 Dec,26 Jun – 29 Jul,40-70 mm/week,30–40 mm,Moisture stress,Light irrigation,<30 mm,Establishment failure,Immediate irrigation,70–90 mm,Lodging risk,Controlled drainage,>90 mm,Root suffocation,Emergency drainage,FAO,4000,357500,40,70,mm/week
2595,UttarKannada,Paddy,Kharif,Transplanting & Establishment,Humidity,23 May – 22 Jun,1 Dec – 31 Dec,26 Jun – 29 Jul,70-85 %,85–90 %,Disease favoring,Improve airflow,>90 %,Blast initiation,Close monitoring,85–90 %,Fungal disease risk (Blast),"Monitor for lesions, ensure drainage",>90 %,Severe disease outbreak (Sheath Blight),"Apply fungicide, drain field",IRRI,4000,357500,70,85,
2596,UttarKannada,Paddy,Kharif,Tillering & Vegetative Growth,Temperature,23 May – 22 Jun,1 Dec – 31 Dec,30 Jul – 4 Oct,22-32 °C,20–22 °C,Reduced tillering,Maintain 2–5 cm standing water,<20 °C,Poor tiller formation,Continuous irrigation,32–35 °C,Reduced tiller survival,Avoid stress,>35 °C,Tiller mortality,Increase irrigation,IRRI,3000,360500,22,32,°C
2597,UttarKannada,Paddy,Kharif,Tillering & Vegetative Growth,Rainfall,23 May – 22 Jun,1 Dec – 31 Dec,30 Jul – 4 Oct,50-80 mm/week,40–50 mm,Moisture stress,Supplemental irrigation,<40 mm,Severe tiller loss,Continuous irrigation,80–100 mm,Nutrient leaching,Controlled drainage,>100 mm,Waterlogging,Immediate drainage,FAO,3000,360500,50,80,mm/week
2598,UttarKannada,Paddy,Kharif,Tillering & Vegetative Growth,Humidity,23 May – 22 Jun,1 Dec – 31 Dec,30 Jul – 4 Oct,75-85 %,85–90 %,Leaf disease risk,Improve aeration,>90 %,Sheath blight outbreak,Monitor field,85–90 %,Fungal disease risk (Blast),"Monitor for lesions, ensure drainage",>90 %,Severe disease outbreak (Sheath Blight),"Apply fungicide, drain field",IRRI,3000,360500,75,85,
2599,UttarKannada,Paddy,Kharif,Flowering & Panicle Initiation,Temperature,23 May – 22 Jun,1 Dec – 31 Dec,5 Oct – 18 Nov,22-30 °C,20–22 °C,Delayed flowering,Maintain moisture,<20 °C,Spikelet sterility,Avoid stress,30–33 °C,Poor grain set,Light irrigation,>33 °C,Complete sterility,Emergency irrigation,"IRRI, ICAR",2000,362500,22,30,°C
2600,UttarKannada,Paddy,Kharif,Flowering & Panicle Initiation,Rainfall,23 May – 22 Jun,1 Dec – 31 Dec,5 Oct – 18 Nov,40-60 mm/week,30–40 mm,Moisture stress,Irrigation,<30 mm,Grain abortion,Continuous irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Flower damage,Emergency drainage,FAO,2000,362500,40,60,mm/week
2601,UttarKannada,Paddy,Kharif,Flowering & Panicle Initiation,Humidity,23 May – 22 Jun,1 Dec – 31 Dec,5 Oct – 18 Nov,70-80 %,80–85 %,Disease risk,Improve airflow,>85 %,Blast epidemic,Close monitoring,85–90 %,Pollination interference,Avoid nitrogen top dressing,>90 %,Grain discoloration / False Smut,Apply prophylactic spray if needed,IRRI,2000,362500,70,80,
2602,UttarKannada,Paddy,Kharif,Grain Filling & Maturity,Temperature,23 May – 22 Jun,1 Dec – 31 Dec,19 Nov – 31 Dec,20-28 °C,28–30 °C,Reduced grain weight,Maintain moisture,<18 °C,Poor grain filling,Avoid stress,30–33 °C,Chalky grains,Maintain moisture,>33 °C,Poor grain quality,Irrigate lightly,ICAR,1500,364000,20,28,°C
2603,UttarKannada,Paddy,Kharif,Grain Filling & Maturity,Rainfall,23 May – 22 Jun,1 Dec – 31 Dec,19 Nov – 31 Dec,20-40 mm/week,40–50 mm,Grain discoloration,Drain field,<20 mm,Moisture stress,Light irrigation,50–70 mm,Harvest delay,Drain excess water,>70 mm,Harvest loss,Field drainage,FAO,1500,364000,20,40,mm/week
2604,UttarKannada,Paddy,Kharif,Grain Filling & Maturity,Humidity,23 May – 22 Jun,1 Dec – 31 Dec,19 Nov – 31 Dec,60-70 %,70–75 %,Mold risk,Harvest at maturity,>75 %,Grain mold,Early harvest,80–85 %,Grain sprouting/discoloration,Drain field completely,>85 %,Grain quality deterioration,Harvest immediately and dry,ICAR,1500,364000,60,70,
2605,Vijayanagara,Bajra,Kharif,Germination & Establishment,Temperature,22 Jun – 22 Jul,16 Oct – 15 Nov,22 Jun – 13 Jul,20-30 °C,18–20 °C,Slow germination,Ensure soil moisture,<18 °C,Poor emergence,Delay sowing,30–33 °C,Uneven emergence,Light irrigation,>33 °C,Seedling mortality,Avoid sowing during heat,"ICAR, FAO",1500,314300,20,30,°C
2605,Vijayanagara,Bajra,Kharif,Germination & Establishment,Soil Nitrogen,22 Jun – 22 Jul,16 Oct – 15 Nov,22 Jun – 13 Jul,100-150 kg/ha,76–99 kg/ha,"Reduced vigor, chlorosis",Apply Nitrogen fertilizer,< 75 kg/ha,Stunted growth,Immediate fertilization,151–187 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 188 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1500,314300,100,150,kg/ha
